clean_tweet,Sentiment
Well done to everybody who has finished most of the stock at supermarkets ? now be ready for inflated prices for your next panic buying situation... This is what they wanted and you gave them exactly that! coronavirus pandemic coronavirus update covid,Positive
"Make sure you stock up on non-perishables! <Leaves grocery store with milk, cheese, yogurt, fruit, and vegetables> covid",Positive
"At <user> we know lost wages, due to illness from covid or to the virus economic impact, will mean an increased demand. We urge <user> to support a bill that includes support for food banks, flexibility for snap and school meals, and increased tefap.",Positive
"psa for coronavirus If you can't find wipes, TP or hand sanitizer at your local grocery store... Try your lil local corner liquor stores. They won't have as much, but ppl aren't typically going there to buy, so u can find some.",Positive
*** OUR ONLINE SHOPPING DEAL *** There have been a lot of posts about covid and its effect on local businesses. Without a doubt it having an impact. But I want to assure you that we are still open from 10 a.m. to 5 p.m. daily. <url>,Positive
"Something that needs addressing by Puerto Rico's Governor is this: ""Hello David, my name is (...) I'm 25yo and I'm an employee for a company (at the airport) that's currently closed...my employer told us if we didn't have any vacations days left we wouldn't receive any payment""",Neutral
"Meanwhile in st gallen, cafes are crowded, people are coughing, kids playing on playgrounds, and supermarket shelves are showing signs of a locust invasion. covid schweiz coronavirus",Positive
"An update on the coronavirus in latin america. The region has been hit not only with the disease but with low commodity prices. On the 7th-day since its 1st case, peru is leading the pack, although brazil is the country with the highest number of cases (52) covid. <url>",Negative
When you work in a grocery store and don't wanna go into work tomorrow because of the coronavirus ? covid coronavirus canada,Neutral
"In all seriousness, we should really be thankful for what we do have during this pandemic; Fast Internet/Wi-Fi. You can get your work done, do some online shopping, and watch your favorite TV shows/movies. Stay inside and you'll be fine. coronavirus pandemic",Positive
Big winners of the panic: grocery stores. Ppl buying like crazy although the stores will remain open. Will see a lot of food going to waste in a week cause ppl buy far more than they need/can use right now... Actually really sad. And shows what fud does to ppl. covid,Negative
"If you're not on <url> it's a great resource for this kind of situation. Your neighbors will tell you what is available or out at the grocery store, etc coronavirus <---> social distancing <url>",Negative
The real heroes are the supermarket workers! coron apocalypse corona outbreak coronavirus pandemic coronavirus ireland coronavirus covid,Positive
"No toilet paper in my local supermarket. Bought kitchen roll, I have a saw Juan Sheet becomes Two. covid <url>",Negative
"Gov'ts should be bailing out those who cannot afford not to go to work right now and prioritising healthcare, food, water, energy supplies and comms, not pumping money into the stock market or worrying about the ""economy"". coronavirus covid",Negative
Russia by breaking rank from OPEC+ signalled an intent to take down their nemesis: American oil and gas industry. uselections2020 covid oilwar are steeped in markets least favorite thing: Uncertainty But THIS TIME they won't succeed Low Oil prices won't last long oott <url>,Positive
Supermarket in shenzhen without being in panic mode. Just another Saturday covid living in china bravo <url>,Positive
"We're launching a dedicated shopping hour in our stores to help support the needs of the elderly and people with disability in the community. From tomorrow until at least friday, we'll be opening exclusively for them to shop from 7-8am, where permitted.",Positive
Does anyone know if it's safe to receive packages from the US? I'm talking about online shopping. covid coronavirus,Positive
Guy today at Walmart today I saw had in his cart: -5 loaves of bread -3 bags if dog food -20 cans of soup -4 bottles of salsa 95 <percent> sure they are panic buying because of covid.,Negative
friday thoughts: Please be kind to all Convenience Retail Store and Supermarkets staff. They are working extra hard to make sure there are products on the shelves. And beverages in the coolers covid be kind always kindness <url>,Positive
Whole Foods grocery store at NYC's Union Square: sold out! covid coronavirus hysteria <url>,Neutral
La Habra supermarket offers special hours for shoppers 65 and older amid covid crisis <url>,Negative
How many people that stock pilled all the food and toilet roll went and sat in a pub last night? Shocking to the see so many pubs still full covid coronavirus ireland,Negative
He's f up! For real. This country is fucked. Buy guns and ammo. Stock up on food and water. THEY let this virus loose on the world. PRAY!!! coronavirus,Negative
Call your representatives today and demand they pass the families first coronavirus bill. coronavirus - Free testing - 14 days paid sick leave - 3 months paid family leave - Expanded unemployment insurance and food security - Medicaid funds Lives are on the line. (202) 224-3121,Negative
